France,English
real,real
gouverner,govern
aléatoire,random
substances,substances
webber,webber
jugez,judge
len,len
chanteurs,singers
purge,purge
yan,yan
délais,time limit
impôt,tax
décalage,gap
destinés,destiny
longuement,longly
brittany,Brittany
madonna,Madonna
négocié,negotiated
dax,dax
roberta,Roberta
alvin,Alvin
récoltes,crops
flattée,flattered
plie,bend
buisson,bush
edo,edo
lisent,read
ardoise,slate
amènerai,will bring
excessive,excessive
attribué,attributed
matières,materials
pendue,hung
kidnappeurs,kidnappers
paramètres,settings
comprendrai,will understand
rez-de-chaussée,ground floor
extension,extension
quotidienne,daily
pitt,pitt
paternité,paternity
siffler,whistle
européen,European
aluminium,aluminum
psychiatrie,psychiatry
conditionné,conditioned
maintenu,held
barrages,dams
paco,paco
cérébrales,cerebral
glamour,glamour
racisme,racism
solidarité,solidarity
vautours,vulture
terminées,finished
bouillon,broth
collecter,collect
anya,Anya
supervision,supervision
mentaux,mental
créent,create
planer,hover
décennie,decade
alberto,Alberto
tempêtes,storms
délits,criminal
paierez,pay
noyade,drowning
pleuvait,rained
classement,ranking
handicapés,disabled
aaah,aaah
gardienne,guardian
would,wow
attirent,attract
regardez-les,Look at them
lue,read
bêtement,stupidly
allégeance,allegiance
vipère,viper
expliquera,will explain
dirigez,direct
véritables,real
d.j.,D.J.
peters,peters
buckley,Buckley
froids,cold
sunny,Sunny
insuline,insulin
recevrez,will receive
laisseras,will leave
metteur,director
présage,presage
confinement,confinement
serre-moi,hold me
mourut,died
delia,delia
étiquettes,labels
clic,click
wood,Wood
conduisant,driving
cabaret,cabaret
cmdt,cmdt
mercer,meter
locke,locke
religieuses,religious
axel,axel
assis-toi,sit down
carrosse,coach
tueraient,would kill
diminuer,lessen
ascenseurs,elevators
piratage,piracy
intellectuel,intellectual
joanne,Joanne
admettez,Admit
immature,immature
attardé,retarded
familière,familiar
flirt,flirt
tends,tends
dix-sept,seventeen
b',b '
grasse,fat
entité,entity
then,then
disneyland,Disneyland
sanglier,Boar
battez-vous,beat you
mateo,mateo
edison,Edison
vielle,old
surveillait,watched
ressentent,feel
new-yorkais,New Yorker
obéit,obey
massif,massive
apte,apt
intestin,intestine
poliment,politely
constantes,constant
femelles,females
amènera,lead to
fowler,fowler
pénètre,penetrate
motards,bikers
insu,knowledgeable
pensiez-vous,Did you think
penseront,will think
die,die
communique,communicated
ravitaillement,refueling
plaisez,please
prélèvement,sampling
panama,Panama
stricte,strict
tic-tac,tick-tac
aurore,dawn
ravisseurs,captors
thune,THUNE
placement,placement
coulson,Coulson
timbre,stamp
dit-elle,she says
radeau,raft
alarmes,alarms
élevage,breeding
roxanne,Roxanne
corvées,chores
bossais,bossais
raisonnables,reasonable
emails,emails
émettre,issue
paume,palm
discrimination,discrimination
muté,transferred
bombardement,bombing raid
quittait,left
fugitifs,fugitives
mister,mister
marraine,godmother
gênez,embarrass
formez,form
frappait,hit
noce,wedding
basant,basant
imprévu,unexpected
saveur,flavor
européenne,European
pleurnicher,whine
belle-soeur,sister in law
whitey,Whitey
crottes,droppings
arrangerai,arrange
clarté,clarity
désactivé,disabled
civilisé,civilized
contrôlez,check
corbeaux,crows
miser,stake
marley,marley
n.,not.
casserole,pan
cologne,cologus
troll,troll
approuver,approve
soûler,sneak
sonnait,wilted
saddam,Saddam
aspirer,strive
bestioles,critters
oú,Where
défectueux,defective
corporation,corporation
pensais-tu,did you think
arrêtez-les,Stop them
changeant,changing
prends-tu,Do you take
allongez-vous,lie down
nova,nova
alchimie,alchemy
réforme,reform
cambridge,Cambridge
jumelle,twin
volante,flying
projecteur,projector
quadrant,quadrant
pulsions,impulses
aidez-le,help it
troublée,troubled
baril,barrel
sarcastique,sarcastic
apprise,learned
tech,tech
enseignants,teachers
désobéi,disobeyed
havane,Havana
béatrice,beatrier
mandats,mandates
injecter,inject
bouché,blocked
uniques,unique
réglez,adjust
layla,layla
incluant,including
aimerez,will like
posera,will pose
samaritain,Samaritan
rêvez,dream
allégations,allegations
gaston,Gaston
ulysse,Ulysses
directeurs,directors
démange,itching
winters,winters
0n,0n
annuelle,annual
kendall,kendall
fiables,reliable
yoko,yoko
modifications,changes
créativité,creativity
paddy,paddy
agréables,pleasant
trouvant,finding
cosmique,cosmic
oreillers,pillows
hamptons,Hamptons
tripp,tripp
volets,shutters
exposée,presentation
passiez,pass
ballard,ballard
absents,absent
mei,mei
offrons,offer
admirateur,admirer
charrette,cart
grande-bretagne,Britain
qualifiée,qualified
celà,that
tanks,tanks
zhang,zhang
adèle,Adèle
autoritaire,authoritarian
through,through
shillings,shillings
dalek,Dalek
couchez,layer
badges,badges
cyanure,cyanide
gagnerai,will win
7h,7 a.m.
dépendent,depend
derriere,behind
fade,bland
hola,Hello
interférences,interference
kaylie,Kaylie
éclairé,enlightened
baies,berries
économise,save
considérable,considerable
originaire,native
ada,ADA
watts,watts
brutale,brutal
mariana,mariana
évoqué,evoked
lotus,lotus
vladimir,vladimir
lutin,leprechaun
sos,sos
fondée,founded
rênes,reins
feeling,feeling
salomon,Solomon
hallucination,hallucination
inventeur,inventor
hurlé,scared
dévouée,dedicated
huck,huck
retournés,turned
embarrasser,embarrass
brutalement,brutally
rahul,rahul
fixes,fixed
versions,versions
laveur,washer
activez,activate
orpheline,orphan
spray,spray
billes,balls
raylan,Raylan
marquez,mark
rentreras,will come back
moqué,mocked
yeong,Yeong
chevet,bedside
désiré,longed for
écrivent,write
merveilleusement,wonderfully
apprécions,appreciate
gino,gino
présidentielle,presidential
titans,titans
passionnée,passionate
charlatan,charlatan
débarras,storage
cactus,cactus
distraite,distracted
revaudrai,reguerful
dévotion,devotion
nettoyez,clean
dressé,trained
bronzage,Sun tanning
échographie,ultrasound
refermer,close
maquiller,make up
foutait,was fucked up
romano,novelo
ouvrage,work
progresser,progress
terrien,landing
retrouve-moi,meet me
déplacements,displacement
his,His
had,HAD
monique,monique
brutalité,brutality
attrapes,catches
charabia,gibberish
sanglant,bloody
changeras,will change
priori,a priori
financé,finance
devin,soothsayer
débrouillé,scalled
funèbres,funeral
around,spawn
suicides,suicides
deviendrais,will become
eduardo,Eduardo
ernesto,Ernesto
grimpé,climb
gerard,gerard
parlerez,will speak
cisco,cisco
dégoutant,disgusting
insinuez,unknown
nié,denied
perdais,was losing
courtier,broker
murmures,whisper
clones,clones
croissant,increasing
hotch,hotch
neuves,newly
recoudre,sewer
descendons,let's go down
partielle,partial
lésion,lesion
schtroumpf,smurf
gaius,gay
déclencheur,trigger
chow,chow
dino,dino
astrid,astrid
alfredo,Alfredo
appelle-la,call her
vertiges,dizziness
sociopathe,sociopathic
britney,Britney
gagnée,won
5h,5h
commerciaux,commercial
excuse-toi,apologize
nino,nino
edmund,Edmund
téléchargé,downloaded
baptiste,Baptist
cherie,dear
exciter,excite
brouillés,scrambled
incapacité,inability
patsy,patsy
chouchou,pet
rapprochent,bring together
newport,newport
cdc,CDC
prenez-la,take the
pare-balles,bulletproof
réflexes,reflexes
chauffeurs,drivers
lustres,chandeliers
pénal,criminal
complets,comprehensive
symbolique,symbolic
dépêchez,Dispatch
c.j.,C.J.
indemne,unhappy
bavardage,chat
étaient-ils,were they
columbo,columbo
communion,Communion
civilisations,civilizations
distant,distant
full,full
pilier,pillar
chuté,fall
perspicace,perceptive
sabots,hooves
raisonnement,reasoning
impossibles,impossible
pécheurs,sinners
swing,swing
expose,exposed
errer,wander
musclé,muscle
salée,salty
saouler,drunk
blah,blah
superficiel,superficial
fie,fie
assied,assied
aggraver,aggravate
excessif,excessive
délégué,delegate
inconnues,unknown
farrell,farrell
européens,Europeans
mémorable,memorable
administrateur,administrator
dépourvu,devoid
chantons,chantons
flots,waves
supportes,supporters
traversant,crossing
faites-nous,make us
ajuster,adjust
alphabet,alphabet
magic,magic
bundy,bundy
amère,bitter
emmenez-vous,take you
sea,Sea
élimination,elimination
much,much
bondé,crowded
coming,coming
hodges,hodges
appelez-le,call him
achetait,bought
renommée,renown
illico,illico
résolus,resolved
violences,violence
tabatha,tabatha
yun,yun
relancer,revive
ramsey,ramsey
régulière,regular
vendra,will sell
hollow,hollow
fonctionnaires,civil servants
compromise,compromise
declan,declan
surgi,arise
débrouille-toi,fend for yourself
talentueuse,talented
ouvre-moi,open me
exigeant,demanding
damné,damned
inspectrice,inspector
sweets,sweets
freeman,freeman
sat,sat
phaseurs,phase
illégaux,illegal
plantés,planted
immunitaire,immune
acclamations,cheers
débuter,start
swan,swan
réfléchis-y,think about it
salem,Salem
distinction,distinction
mourrir,die
forrest,Forrest
user,use
roscoe,roscoe
couchant,sunset
coussins,cushions
titanic,titanic
confirment,confirm
ôte,takes away
sup,sup
hood,hood
sweat,sweatshirt
verrouiller,lock
odin,Odin
tentait,was trying
actrices,actresses
décida,decided
tendances,trends
camouflage,camouflage
ile,island
connaîtra,will know
uni,United
gâtée,spoiled
parsons,parsons
abandonnées,abandoned
inconfortable,uncomfortable
créant,creating
roulez,ride
please,please
construis,construct
jacqueline,Jacqueline
énergétique,energetic
filets,nets
crasse,dirt
barrières,barriers
plié,folded
escouade,squad
oracle,oracle
réparée,fixed
domination,domination
tribunaux,courts
maquereau,mackerel
cerises,cherries
harmon,harmon
sucette,lollipop
éprouver,experience
présenterai,will present
made,made
attaches,ties
hulk,hulk
alexandra,Alexandra
reines,queens
seal,seal
sourires,smile
piques,spikes
caraïbes,Caribbean
fumait,smoked
darius,Darius
épuisant,exhausting
brownies,brownies
fae,fae
vieillesse,old age
animés,animated
fournis,supplied
cabe,cabe
landry,landry
thermique,thermal
alf,alf
6ème,6th
participants,participants
taillé,waist
entiers,whole
belle-sœur,sister in law
capté,captured
rassuré,reassured
boches,boches
vilains,vilas
thornton,Thornton
keen,keen
winchester,Winchester
reconnaissez-vous,Do you recognize
aération,aeration
présidents,presidents
cocher,check
prolonger,to prolong
w,W
peins,paint
arrivaient,happened
emilio,Emilio
effondrée,collapsed
norvège,Norway
sauvegarde,backup
infectés,infected
frire,fry
mercenaire,mercenary
horn,horn
montre-leur,watch
ennuyant,annoying
nationales,national
hologramme,hologram
élastique,elastic
dorian,dorian
evie,EVIE
marguerite,Daisy
hell,hell
funèbre,funeral
renaître,reborn
coupons,coupons
baptisé,baptized
ouvrons,open
traversez,cross
ficelle,string
yards,yards
microscope,microscope
détaché,detached
laverie,laundromat
wendell,wendell
bossent,stubborn
blanchir,whiten
politiquement,politically
meuble,furniture
ramenez-le,bring it back
choisissent,choose
entraider,hamper
poètes,poets
demanda,asked
réconfortant,comforting
alligator,alligator
envoyons,Let's send
psychologiques,psychological
payant,paying
trafiqué,tampered with
rêvait,dreamed
far,far
norm,norm
crevette,shrimp
distingue,distinct
leila,Leila
barge,barge
arrangements,arrangements
z.,z.
gérard,Gérard
psychique,psychic
mcdonald,McDonald
mûre,blackberry
concentrons-nous,Let's focus
rip,rip
licencié,licensee
cholestérol,cholesterol
confisqué,confiscated
déplacent,move
avide,eager
constitue,constitutes
jae,jae
vélos,bikes
tambours,drum
dois-tu,Do you have to
8e,8th
visiontext,VisionText
engagements,commitments
ouvrant,opening
entendant,hearing
elfe,elf
débarrasse-toi,get rid of
guerrière,warrior
félicitation,congratulations
retrouveras,will find
assurez,make sure
surnommé,nicknamed
exécute,executed
arabie,Arabia
tripoter,fiddle
centimètre,centimeter
télécharger,Download
motivations,motivations
grâces,graces
pou,pou
a.j.,A.J.
field,field
loretta,loretta
salvatore,salvatore
déshabille-toi,take off your clothes
hurlements,screaming
météorite,meteorite
muette,mute
fragiles,fragile
flottant,floating
compléter,complete
vieillit,aged
dévore,devour
craintes,fears
dell,dell
csi,CSI
lanterne,lantern
clientes,clients
plouc,plouc
savons-nous,we know
athènes,Athens
pipes,pipes
domine,dominated
pacific,pacific
ingrédient,ingredient
embrouiller,confuse
clique,click
dyson,dyson
présentations,presentations
fissure,crack
bijouterie,jewelry store
chaussons,slippers
barker,barker
casinos,casinos
homosexualité,homosexuality
reverrez,will rever
nostalgie,nostalgia
christie,Christie
vito,vito
mad,Mad
queues,tails
échappatoire,loophole
démo,demo
bandage,bandage
financières,financial
spaghetti,spaghetti
tatie,Aunt
quantico,quantico
interrogatoires,interrogation
choque,shock
church,church
reflète,reflect
nah,nah
superstar,Super star
pouvais-je,could I
aurora,Aurora
parlez-lui,talk to him
rencart,annuity
innombrables,countless
léopard,leopard
thorne,Thorne
primitif,primitive
nouveauté,novelty
affectation,assignment
trouva,found
manquée,missed
staline,stalin
épeler,to spell
souvenais,remember
garde-la,keep it
fais-en,do it
redevenu,become again
subtile,subtle
douilles,sockets
syndicats,unions
ffea2f,ffea2f
principales,principal
stern,stern
déclarée,declared
arrêtiez,stop
sarcasme,sarcasm
turtle,turtle
produise,produce
causés,caused
tuerie,killing
coopère,cooperate
psycho,psycho
paiements,payments
banale,trivial
judicieux,wisely
considérée,considered
consignes,instructions
pollution,pollution
omega,omega
pêches,fisheries
agaçant,annoying
ruiz,Ruiz
divya,divya
portez-vous,carry
écrive,writing
cc,CC
frappe-le,hit it
quelque-chose,something
climatique,climate
bluffe,bluff
chialer,complaining
scrupules,scruples
ralentissez,Slow down
sortaient,were going out
montrez-vous,show yourself
tranchant,sharp
oublieras,will forget
wing,wing
fertilité,fertility
destructeur,destructive
trio,trio
amulette,amulet
paupières,eyelids
hazel,hazel
transfère,transferred
stimulant,stimulating
licenciement,dismissal
travaillera,working at
quarterback,quarterback
valide,valid
urne,urn
wouah,wow
emmène-la,take it
canular,prank
coûts,costs
spécifiquement,specifically
pose-le,Place it
mcnally,McNally
lina,lina
liquider,liquidate
lizzy,lizy
cadenas,padlock
comprimés,tablets
oleg,oleg
contrer,to counter
tremper,soak
substitut,substitute
coiffer,style
lisse,smooth
jojo,Jojo
sybil,sybil
tribune,stand
diminué,decreases
tree,tree
sponsor,sponsor
jacobs,jacobs
platine,platinum
trouillard,troop
paraît-il,it seems
pérou,Peru
verrouillage,lockdown
hic,hic
immoral,immoral
superficielle,superficial
insuffisance,insufficiency
marnie,marnie
tête-à-tête,face-to-face
bing,bing
dash,dash
cambrioler,to burglarize
wons,won
créneau,niche
sicile,Sicily
osseuse,bone
scolarité,schooling
croies,cries
lacs,lakes
ruben,Ruben
cutler,cutler
latino,Latin
teri,sausage
bibliothécaire,librarian
épicé,spicy
attendrons,wait
lus,read
offrait,offered
video,video
hydra,hydra
last,last
casiers,lockers
exerce,exercise
échappés,escaped
éloge,praise
tiroirs,drawers
évacué,evacuated
caire,Cairo
stresse,stress
bryant,gyry
dupe,dumber
inhabituelle,unusual
bouffée,puff
dessein,design
inestimable,invaluable
hutch,hutch
apprennes,apprentices
industrielle,industrial
ravisseur,abductor
balayage,scanning
concentrés,concentrated
songer,think
égocentrique,egocentric
raton,raccoon
ordonner,to order
portiez,Port
sibérie,Siberia
cambriolages,burglaries
combustion,combustion
préoccupation,concern
forgeron,black-smith
déj,already
racheté,redeemed
royce,royce
quincaillerie,hardware store
souhaitent,wish
râler,grumble
paniers,baskets
inventée,invented
raines,grooves
ressorti,brought out
dévoré,devoured
accouché,voted
éduquer,educate
évitera,will avoid
renversée,reversed
plaisanteries,jokes
aucunes,none
proposez,offer
yi,yi
sphère,sphere
mangerais,would eat
sosie,doppleganger
classer,to classify
détache,detached
contribuer,to contribute
siobhan,siobhan
argh,argh
cassez,break
espérance,hope
tâchez,try
lynch,lynch
cachant,hiding
eclair,flash
patch,patch
performances,performance
reproduit,reproduced
mouillés,wet
casa,Casa
régional,regional
prochainement,shortly
lavon,lavon
tromperie,deception
renvoyez,return
botté,boot
